Text,Paraphrase
Tom told me that he thought Mary was ticklish.,Tom told me he thought that Mary was ticklish.
Tom told me that he thought Mary was troubled.,Tom told me he thought that Mary was troubled.
Tom told me that he thought Mary was annoying.,Tom told me he thought that Mary was annoying.
Tom told me that he thought Mary was surprised.,Tom told me he thought that Mary was surprised.
Tom told me that he thought Mary was in.,Tom told me he thought that Mary was in.
Tom told me that he thought Mary was up.,Tom told me he thought that Mary was up.
Tom told me that he thought Mary was out.,Tom told me he thought that Mary was out.
Tom told me that he thought Mary was last.,Tom told me he thought that Mary was last.
Tom told me that he thought Mary was home.,Tom told me he thought that Mary was home.
I understand nobody wants to help us.,I understand that no one wants to help us.
I'm not counting on anyone's help.,I'm not counting on anybody's help.
I'm pretty confident that'll happen.,I'm pretty confident that that'll happen.
I've done everything I've been asked to do.,I've done everything that I've been asked.
We're not convinced yet that we should do that.,We aren't yet convinced we should do that.
Tom told me that he thought Mary was annoyed.,Tom told me he thought that Mary was annoyed.
It's obvious Tom is right.,It's obvious that Tom's right.
We're very fortunate nobody was hurt.,We're very fortunate that no one was hurt.
I don't think that anyone would do that.,I don't think anybody would do that.
I really wasn't planning to do that.,I really wasn't planning on doing that.
I'm pleased that happened.,I'm pleased that that happened.
I'm sure I'm wrong.,I'm sure that I'm wrong.
Sami won't let this happen.,Sami will not let this happen.
Sami is not sick.,Sami isn't sick.
Sami took off his socks.,Sami took his socks off.
Sami is not dead.,Sami isn't dead.
I'm afraid that you've misunderstood me.,I'm afraid you've misunderstood me.
Sami was cold.,Sami felt cold.
Layla is a lesbian.,Layla was a lesbian.
I'm pretty sure that'll happen.,I'm pretty sure that that'll happen.
Tom has denied he cheated.,Tom has denied that he cheated.
There's little possibility that'll happen.,There's little possibility that that'll happen.
I'm pretty certain that'll happen.,I'm pretty certain that that'll happen.
I sure hope isn't true.,I sure hope that isn't true.
I hope Tom succeeds.,I hope that Tom succeeds.
We hope you succeed.,We hope that you succeed.
Stop grade-grubbing.,Stop begging for class notes.
There's a chance that'll work.,There's a chance that that'll work.
I should give Tom my old watch.,I should give my old watch to Tom.
I don't think I should've left before Tom.,I don't think that I should've left before Tom did.
I know you know I know Tom knows.,I know that you know that I know that Tom knows.
Tom probably knows we're here.,Tom probably knows that we're here.
I know you're Canadian.,I know that you're Canadian.
I know you're Canadians.,I know that you're Canadians.
I know you're cowards.,I know that you're cowards.
They don't know I'm Canadian.,They don't know that I'm Canadian.
They don't know we're Canadians.,They don't know that we're Canadians.
I do that in a different way.,I do that differently.
What did you hope to find?,What were you hoping to find?
You helped me out.,You've been helping me out.
"For tomorrow, I had other plans.",I had other plans for tomorrow.
"For tomorrow, I have other plans.",I have other plans for tomorrow.
They are fakes.,They are forged.
They are counterfeit.,They are fake.
I feel that she's here somewhere.,I feel that she's somewhere around here.
It's not very nice.,It's not very pleasant.
Grasp it carefully.,Grasp it with caution.
Starvation does not give food.,Starvation feeds nobody.
The whole town is talking about it.,The whole town's talking about it.
Nature fascinates me.,I'm fascinated by nature.
I'm eating parsnip.,I'm eating some parsnip.
I'm really unpleasant.,I'm really disagreeable.
Stop playing up.,Stop your tantrums.
You are really demanding.,You are truly insatiable.
I'm not the type that gives up so easily.,I'm not the kind that gives up to easily.
Give me the pleasure of keeping quiet.,Do me the honour of keeping quiet.
"I gave you my trust, and you betrayed it.","I trusted you, and you betrayed me."
Have you changed the baby's nappy?,Have you changed the baby's diaper? (US)
Your hour has arrived!,Your moment has arrived!
It is useless to despair.,Despair is useless.
"And have no fellowship with the unfruitful works of darkness, but rather reprove them.","Have nothing to do with the fruitless deeds of darkness, but rather expose them."
Who will take his place?,Who will take her place?
Two pictures were doubled.,Two pictures overlapped.
It's everything I could have hoped for.,It's everything I could've hoped for.
Didn't the messengers warn about the danger?,"The messengers warned about the danger, didn't they?"
They counted on a get-rich-quick scheme.,They hoped to make a quick buck.
A storm throws down trees.,A storm knocks down trees.
A storm throweth down Trees.,The trees are knocked down by the storm.
It does not become us to be idle or chat away here while the Master is expected.,It is not appropriate for us to hang about or gossip here while we are waiting for the master.
A lodestone contains iron.,A magnet contains iron.
I have no playmates.,I have no-one to play with me.
Will you give me one pen?,Will you give me a pen?
"Hurry then, don't get in the way of my studies.","Make haste, lest you hinder my study."
I'm reading his books.,I'm reading her books.
The Nightingal singeth the sweetliest of all.,The Nightingale sings the sweetest of all.
Please do not interrupt.,Please don't interrupt.
Sami is not a Muslim.,Sami isn't a Muslim.
Nowhere is safe.,No place is safe.
They seek the shortest way.,They look for the shortest way.
"There is no less confusion there of tongues and persons, than formerly in the tower of Babel.","There is no less confusion of languages and people there, than there was in the tower of Babel."
Sami and Layla were passing the park.,Sami and Layla passed the park.
Tom went to Las Vegas.,Tom went to Vegas.
I haven't figured that part out yet.,I haven't figured out that part yet.
Nay you would sooner have got a tooth from him than a piece of money in an honest matter.,"No indeed, it would be easier extract a tooth from him than a coin in a honest matter."
You know what abundance of cheating there is with our countrymen among those who sell or lett out horses.,You know how much cheating there is around from those who sell or rent out horses.
"He leads me into the stable, bids me choose out of all the horses whichsoever I would.","He leads me into the stable, and urges me to choose from all the horses whichever I would like."
"We agreed about the price, the money is paid down presently.","We agree the price, and the money is paid straight away."
"I would demand a statue for myself, if I had contrived any such thing.","I would demand a statue of myself, if I’d pulled off a stunt like that."
Layla wears the hijab.,Layla is wearing hijab.
This flower is gray.,This flower is grey.
Tom's friends are dangerous.,Tom has dangerous friends.
I suppose the name of Maccus has been heard by some of you.,I suppose that some of you have heard the name of Maccus.
"Here Maccus says, tell me in good faith, did it never happen to you, that one whom you had furnished thus with leather stocking and shoes for a race, as now you have furnished me, went off without paying the price?","Now Maccus says: tell me in good faith, did it never happen to you, that someone you had equipped like this with leather stockings and shoes, as if for a race, as you’ve just equipped me, then left without paying the bill?"
"The shoemaker followed him forthwith, as fast as he could, bawling, stop the thief, stop the thief.","The shoemaker ran after him straight way, shouting, Stop thief, Stop thief!"
"Ludovicus rex Galliarum, peregrinaretur apud Burgundiones, occasione venationis nactus est familiaritatem cum quodam Conone, rustico homine, sed simplicis ac sinceri animi; nam monarchiae delectantur hominibus hoc genus.","Louis King of France, on a visit with the Burgundians, while hunting, became acquainted with one Conon, a countryman, but of honest and simple spirit, for monarchs are delighted with men of this sort."
I am overcome by the truth.,The truth has beaten me.
"Would not you reckon the alchymist for a god, that could add ten years to the sum of your life, and call back advanced age to the vigour of youth?","Wouldn’t you think an alchemist to be a god, if he could add ten years to your lifespan, and bring back old age to the vigour of youth?"
Over my dead body shall I witness such a shameful sight.,I would rather die than watch something so shameful.
"But I saw thee lately throw six Carthusians into the dirt, so that they came out black instead of white. Thou in the mean time didst laugh, as if the thing had been well done.","But not long ago I saw you throw six Carthusian monks into the mud, with the result that they emerged black instead of white. You meanwhile laughed, as if you'd done a good thing."
"“Where didst thou get so miserable a luggage, blinkard?” “Nay whither art thou carrying that bawdy company, thou rake?”","“Where did you get such miserable cargo, blinky?” “Rather, where are you carrying that debauched lot, you philanderer?”"
"Henricus: But these old fellows are good. Hugitio: How knowest thou? Hen: Because I drank with them thrice by the road extraordinary good ale. Hug: Ha, ha, hae, so they are good with thee.","Henricus: But these old men are good. Hugitio: How do you know? Hen: Because I drank extraordinarily good beer with them three times by the side of the road. Hug: Ha, ha, ha, so they are good to you."
I have some strawberries. Do you want some?,"I've got strawberries, would you like some?"
It's not true that equality is a law of nature; nature makes nothing equal - her sovereign laws are subordination and dependence.,"It is false that equality is a law of nature. Nature makes nothing equal, her sovereign law is subordination and dependence."
I never should have doubted you.,I never should've doubted you.
Tom always says hi to his neighbors.,Tom always greets his neighbors.
Tom eats when he is stressed.,Tom eats when he's stressed.
Sami went to his Arabic class.,Sami went to Arabic class.
"Why aren't you writing? ""Because I don't like it.""",“Why do you not write?” “Because it doth not please me.”
They soaked that clay bread in wine of very old dregs.,"They soaked that bread, solid as clay, in very old dregs of wine."
"Our country will prevail, because ours is a big and brave army.","Our country will win, for our army is big and brave."
Who cleaned it?,Who washed it?
He buys cigarettes.,She buys cigarettes.
I've eaten rice.,I've already eaten rice.
I haven't eaten rice.,I didn't eat rice.
I would very much like the place where I live to be less polluted.,I would like it very much if the place where I live were less polluted.
Tom lifted the lid carefully.,Tom carefully lifted the lid.
Don't bite.,Don't chew.
I ate the prasad.,I ate the prasada.
Happy Dussehra!,Happy Dasara!
Turn the flashlight on.,Turn the torch on.
He was shot.,He was struck by a bullet.
He was struck by the bullet.,She was shot.
Mary gave me prasad.,Mary gave me prasada.
Tom gave me prasad.,Tom gave me prasada.
It's God's prasad.,It's God's prasada.
Fill the bucket up.,Fill up the bucket.
He assured me.,She assured me.
Are you Marathi?,Are you Maharashtrian?
Did you buy the lantern?,Did you buy a lantern?
His eyes had turned red.,His eyes had reddened.
Have you bought the lantern?,Have you bought a lantern?
Have you purchased a lantern?,Have you purchased the lantern?
I have a little cat called Nina.,I have a kitty called Nina.
Who are all these people over there?,Who are those people over there?
Tom wrote Mary a postcard.,Tom wrote a postcard to Mary.
I don't see anybody not trying.,I don't see anyone not trying.
I've seen very little of that.,I haven't seen much of that.
I've never told anyone about Tom.,I've never told anybody about Tom.
You told me you'd come.,You told me that you'd come.
My sneakers are wet.,My trainers are wet.
Mary told everyone that she was ready.,Mary told everybody she was ready.
Mary took off her shoes and socks.,Mary took her shoes and socks off.
Mary said that she wanted revenge.,Mary said she wanted revenge.
He has a beautiful wife.,He has a pretty wife.
He weighed himself.,She weighed herself.
He shot himself.,She shot herself.
He lied to protect himself.,She lied to protect herself.
She has nobody to blame but herself.,He has no one to blame but himself.
He cut himself with a knife.,She cut herself with a knife.
He'll do that if nobody stops him.,He'll do that if no one stops him.
She'll do that if nobody stops her.,She'll do that if no one stops her.
He won't know what hit him.,She won't know what hit her.
He wants someone to help him.,He wants somebody to help him.
He didn't know what hit him.,She didn't know what hit her.
He broke both his arms.,He broke both of his arms.
He broke his left wrist.,She broke her left wrist.
He came with his brother.,She came with her brother.
He can't find his bag.,She can't find her bag.
He can't find his ticket.,She can't find her ticket.
She canceled her trip.,She has called off her trip.
He didn't do his homework.,He hasn't done his homework.
She didn't do her homework.,She hasn't done her homework.
He got back in his car.,He got back into his car.
He got in his car.,He got into his car.
She got in her car.,She got into her car.
He got something in his eye.,She got something in her eye.
He hasn't paid his rent yet.,She hasn't paid her rent yet.
He still hasn't paid his rent.,She still hasn't paid her rent.
He kept his eyes open.,She kept her eyes open.
She lost her hotel room key.,She lost the key to her hotel room.
He pulled off his socks.,He removed his socks.
She pulled off her socks.,She removed her socks.
He was in his bedroom.,She was in her bedroom.
He was sipping his margarita.,She was sipping her margarita.
He cut his leg.,She cut her leg.
He forgot his password.,She forgot her password.
He lost his friends.,She lost her friends.
He loved his children.,He loved his kids.
She loved her children.,She loved her kids.
He loved his grandchildren.,He loved his grandkids.
He often breaks his promises.,He often doesn't keep his promises.
She often breaks her promises.,She often doesn't keep her promises.
He put some milk in his coffee.,She put some milk in her coffee.
He told me his father was rich.,She told me her father was rich.
He'd stay if he could.,He would've stayed if he could've.
She'd stay if she could.,She would've stayed if she could've.
He told everyone that he was ready.,He told everybody he was ready.
She told everyone that she was ready.,She told everybody she was ready.
She said that she'd do that tomorrow.,She said she'll do that tomorrow.
He said he's cautiously optimistic.,She said she's cautiously optimistic.
She says that she's never done that.,She says she never did that.
He says that he did nothing wrong.,He says he's done nothing wrong.
He said that he'd found something.,He said he'd found something.
She said that she'd found something.,She said she'd found something.
She said that she didn't believe it.,He said he didn't believe it.
He said that he's not yet thirty.,He said that he isn't thirty yet.
She said that she's not yet thirty.,She said that she isn't thirty yet.
He said that he didn't feel cold.,He said he wasn't cold.
She said that she didn't feel cold.,She said she wasn't cold.
He said that he could do nothing.,He said he couldn't do anything.
She said that she could do nothing.,She said she couldn't do anything.
He said he wasn't planning to go.,He said he planned to go.
She said she wasn't planning to go.,She said she planned to go.
He said he doesn't smoke anymore.,He said he didn't smoke anymore.
She said she doesn't smoke anymore.,She said she didn't smoke anymore.
He said he couldn't speak French.,He said he didn't speak French.
She said she couldn't speak French.,She said she didn't speak French.
He promised me that he'd do that.,He promised me he'd do it.
She promised me that she'd do that.,She promised me she'd do it.
He says he's not planning to go.,He says he isn't planning to go.
She says she's not planning to go.,She says she isn't planning to go.
He says he has a lot of friends.,She says she had a very good time.
He said that he'd come tomorrow.,He said he would come tomorrow.
She said that she'd come tomorrow.,She said she would come tomorrow.
He said that he'd call tomorrow.,He said he'd call tomorrow.
She said that she'd call tomorrow.,She said she'd call tomorrow.
He said that he'd be right back.,He said he'd be back right away.
She said that she would come back.,She said that she'd be back.
He said that he wasn't prepared.,He said he wasn't ready.
She said that she wasn't prepared.,She said she wasn't ready.
He said that he wasn't Canadian.,He said he wasn't Canadian.
She said that she wasn't Canadian.,She said she wasn't Canadian.
He said that he was really busy.,He said he was very busy.
She said that she was really busy.,She said she was very busy.
He said he was going to do that.,He said that he'll do that.
He said that he'd do that.,He said he would do that.
She said she was going to do that.,She said that she'll do that.
She said that she'd do that.,She said she would do that.
He said he was going to be late.,He said that he'd be late.
She said she was going to be late.,She said that she'd be late.
He said he was going to be here.,He said he would be here.
She said she was going to be here.,She said she would be here.
He said he didn't want to sleep.,He said he wasn't sleepy.
She said she didn't want to sleep.,She said she wasn't sleepy.
He said he didn't feel anything.,He said he felt nothing.
She said she didn't feel anything.,She said she felt nothing.
He knows that he'll be punished.,He knows he'll be punished.
She knows that she'll be punished.,She knows she'll be punished.
He has assured me he'll do that.,She has assured me she'll do that.
He does whatever he wants to do.,He does what he wants.
He told me that he was wealthy.,He told me he was rich.
She told me that she was wealthy.,She told me she was rich.
He says that he teaches French.,He says he teaches French.
She says that she teaches French.,She says she teaches French.
He says that he studies French.,He says he studies French.
She says that she studies French.,She says she studies French.
He says that he plans on going.,He says he's planning on going.
She says that she plans on going.,She says she's planning on going.
He says that he didn't do that.,He says he didn't do it.
She says that she didn't do that.,She says she didn't do it.
He says he's done that already.,He says he's already done that.
She says she's done that already.,She says she's already done that.
He says he didn't see anything.,He says he saw nothing.
She says she didn't see anything.,She says she saw nothing.
He said that he wasn't thirsty.,He said he wasn't thirsty.
She said that she wasn't thirsty.,She said she wasn't thirsty.
He said that he was a Canadian.,He said that he's Canadian.
She said that she was a Canadian.,She said that she's Canadian.
He said that he wanted revenge.,She said that she wanted revenge.
He said he wanted revenge.,She said she wanted revenge.
He said that he liked the idea.,He said he likes the idea.
She said that she liked the idea.,She said she likes the idea.
He said that he had a daughter.,She said that she had a daughter.
He said he didn't drink coffee.,She said she didn't drink coffee.
He admitted that he was afraid.,She admitted that she was afraid.
He says that he didn't do it.,He says he didn't do that.
She says that she didn't do it.,She says she didn't do that.
He says he's good at cooking.,He says he cooks well.
She says she's good at cooking.,She says she cooks well.
She said that she's very happy.,She said she was very happy.
He said that he wasn't tired.,He said he wasn't tired.
She said that she wasn't tired.,She said she wasn't tired.
He said he was going to help.,He said that he would help.
He said that he'd help.,He said he would help.
She said she was going to help.,She said that she would help.
She said that she'd help.,She said she would help.
He said that he was thirsty.,She said she was thirsty.
He said that he was married.,He said he was married.
She said that she was married.,She said she was married.
He said he felt responsible.,She said she felt responsible.
He told me he wanted a dog.,She told me she wanted a dog.
He said that he'll help us.,He said that he'd help us.
She said that she'll help us.,She said that she'd help us.
He said that he'd kill you.,He said he'd kill you.
She said that she'd kill you.,She said she'd kill you.
He said that he'd complain.,He said he'd complain.
She said that she'd complain.,She said she'd complain.
He said that he'd call you.,He said he'd call you.
She said that she'd call you.,She said she'd call you.
He said that he would wait.,He said that he'd wait.
He said he would wait.,He said he'd wait.
She said that she would wait.,She said that she'd wait.
She said she would wait.,She said she'd wait.
She said that she would come.,She said that she'd come.
He said that he was sleepy.,He said he was sleepy.
She said that she was sleepy.,She said she was sleepy.
He said that he was single.,She said that she was single.
He said that he was eating.,He said he was eating.
She said that she was eating.,She said she was eating.
He said that he was afraid.,He said he was afraid.
She said that she was afraid.,She said she was afraid.
He said that he understood.,He said he understood.
She said that she understood.,She said she understood.
He said that he liked snow.,He said he liked snow.
She said that she liked snow.,She said she liked snow.
He said that he liked rain.,He said he liked rain.
She said that she liked rain.,She said she liked rain.
He said that he isn't sick.,He said he wasn't sick.
She said that she isn't sick.,She said she wasn't sick.
He said that he isn't busy.,He said he wasn't busy.
She said that she isn't busy.,She said she wasn't busy.
He said that he felt tired.,He told me he felt tired.
She said that she felt tired.,She told me she felt tired.
He said he was over thirty.,She said she was over thirty.
He knows that he was wrong.,He knows he was wrong.
She knows that she was wrong.,She knows she was wrong.
He did everything he could.,He did all that he could.
She did everything she could.,She did all that she could.
She told me that she's safe.,He told me he's safe.
She told me that she'd wait.,She told me she'd wait.
He told me that he'd sing.,He told me he'd sing.
She told me that she'd sing.,She told me she'd sing.
She told me that she'd come.,She told me she'd come.
He says that he's healthy.,He says he's healthy.
She says that she's healthy.,She says she's healthy.
He said that he'd call me.,He told me he'd call me.
She said that she'd call me.,She said she'd call me.
He said that he would try.,He said he would try.
She said that she would try.,She said she would try.
He said that he was ready.,He said he was ready.
She said that she was ready.,She said she was ready.
He said that he was dying.,He said he was dying.
She said that she was dying.,She said she was dying.
He said that he was bored.,He said he was bored.
She said that she was bored.,She said she was bored.
He said that he felt weak.,She said that she felt weak.
He said he won't marry me.,She said she won't marry me.
He promised he'll do that.,He promised he'd do that.
She promised she'll do that.,She promised she'd do that.
He knew that he would win.,He knew that he'd win.
She knew that she would win.,She knew that she'd win.
He knew that he was right.,He knew he was right.
She knew that she was right.,She knew she was right.
He told me that he'd try.,He told me he'd try.
She told me that she'd try.,She told me she'd try.
He says that he's hungry.,He says he's hungry.
She says that she's hungry.,She says she's hungry.
He says he's not worried.,He says he isn't worried.
She says she's not worried.,She says she isn't worried.
He says he's not thirsty.,She says she's not thirsty.
He says he isn't thirsty.,She says she isn't thirsty.
He said that he was cold.,He said he was cold.
She said that she was cold.,She said she was cold.
He said that he hated me.,He said he hated me.
She said that she hated me.,She said she hated me.
He knows that he's dying.,He knows he's dying.
She knows that she's dying.,She knows she's dying.
He can go if he wants to.,He may go if he wants.
She can go if she wants to.,She may go if she wants.
He says that he's tired.,He says he's tired.
She says that she's tired.,She says she's tired.
He says that he's happy.,He says he's happy.
He says that he'll wait.,He says he'll wait.
She says that she'll wait.,She says she'll wait.
He says he's not sleepy.,He says he isn't sleepy.
She says she's not sleepy.,She says she isn't sleepy.
He says he's not hungry.,He says he isn't hungry.
She says she's not hungry.,She says she isn't hungry.
He says that he'll win.,He says he'll win.
She says that she'll win.,She says she'll win.
He says he's not tired.,He says he isn't tired.
She says she's not tired.,She says she isn't tired.
He said that he agreed.,He said he agreed.
She said that she agreed.,She said she agreed.
He says he's not busy.,He says he isn't busy.
She says she's not busy.,She says she isn't busy.
He told me he's well.,She told me she's well.
They put their coats on.,They put on their coats.
They want somebody to help them.,They want someone to help them.
They have nobody to help them.,They have no one to help them.
They told me that they wanted to go.,They told me they wanted to leave.
They said that they wanted revenge.,They said they wanted revenge.
They said they were having fun.,They said they were amused.
They knew that they were right.,They knew they were right.
You guys did an awesome job.,You guys did a great job.
I was very disorientated.,I was very disoriented.
I'll fix you a drink.,I'll fix a drink for you.
I'll fix you breakfast.,I'll fix breakfast for you.
We play chess on a checkerboard.,We play chess with a checkerboard.
He laughed into his sleeve.,He laughed inwardly.
Tom laughed into his sleeve.,Tom laughed inwardly.
Sami went to Friday prayer.,Sami went to Juma prayer.
Sami sent blessings upon the Prophet.,Sami sent salawat upon the Prophet.
Tom wrote Mary a letter of recommendation.,Tom wrote a letter of recommendation for Mary.
They said that they're cautiously optimistic.,They said they're cautiously optimistic.
They said that they're entirely self-taught.,They said they're entirely self-taught.
They said that they'd forgotten something.,They said they'd forgotten something.
They said that they weren't disappointed.,They said they weren't disappointed.
They said that they weren't intoxicated.,They said they weren't intoxicated.
They said that they weren't embarrassed.,They said they weren't embarrassed.
They said that they weren't discouraged.,They said they weren't discouraged.
They said that they were claustrophobic.,They said they were claustrophobic.
They said that they're feeling nervous.,They said they're feeling nervous.
They said that they're also frustrated.,They said they're also frustrated.
They said that they'd been cooperative.,They said they'd been cooperative.
They said that they weren't overweight.,They said they weren't overweight.
They said that they weren't optimistic.,They said they weren't optimistic.
They said that they weren't interested.,They said they weren't interested.
They said that they weren't handcuffed.,They said they weren't handcuffed.
They said that they weren't colorblind.,They said they weren't colorblind.
They said that they felt uncomfortable.,They said they felt uncomfortable.
They said that they couldn't elaborate.,They said they couldn't elaborate.
They said that they'd found something.,They said they'd found something.
They said that they'd been humiliated.,They said they'd been humiliated.
They said that they'd been handcuffed.,They said they'd been handcuffed.
They said that they weren't terrified.,They said they weren't terrified.
They said that they weren't surprised.,They said they weren't surprised.
They said that they weren't skeptical.,They said they weren't skeptical.
They said that they weren't satisfied.,They said they weren't satisfied.
They said that they weren't impressed.,They said they weren't impressed.
They said that they weren't convinced.,They said they weren't convinced.
They said that they weren't concerned.,They said they weren't concerned.
They said that they were discontented.,They said they were discontented.
They said that they were conservative.,They said they were conservative.
They said that they were ambidextrous.,They said they were ambidextrous.
They said that they understood French.,They said they understood French.
They said that they felt disappointed.,They said they felt disappointed.
They said that they've been forgiven.,They said they've been forgiven.
They said that they're quit drinking.,They said they're quit drinking.
They said that they'd definitely win.,They said they'd definitely win.
They said that they'd been fortunate.,They said they'd been fortunate.
They said that they'd be cooperative.,They said they'd be cooperative.
They said that they weren't ticklish.,They said they weren't ticklish.
They said that they weren't prepared.,They said they weren't prepared.
They said that they weren't offended.,They said they weren't offended.
They said that they weren't homesick.,They said they weren't homesick.
They said that they weren't Canadian.,They said they weren't Canadian.
They said that they were unconcerned.,They said they were unconcerned.
They said that they were overwhelmed.,They said they were overwhelmed.
They said that they were intoxicated.,They said they were intoxicated.
They said that they forgot something.,They said they forgot something.
They said that they felt responsible.,They said they felt responsible.
They said that they felt overwhelmed.,They said they felt overwhelmed.
They said that they felt manipulated.,They said they felt manipulated.
They said that they felt lightheaded.,They said they felt lightheaded.
They said that they felt intimidated.,They said they felt intimidated.
They said that they felt embarrassed.,They said they felt embarrassed.
They said that they felt comfortable.,They said they felt comfortable.
They said that they couldn't breathe.,They said they couldn't breathe.
They said that they appreciated that.,They said they appreciated that.
They said that they're still afraid.,They said they're still afraid.
They said that they're feeling fine.,They said they're feeling fine.
They said that they'll probably win.,They said they'll probably win.
They said that they'll probably cry.,They said they'll probably cry.
They said that they'd come tomorrow.,They said they'd come tomorrow.
They said that they'd call tomorrow.,They said they'd call tomorrow.
They said that they'd been careless.,They said they'd been careless.
They said that they'd been betrayed.,They said they'd been betrayed.
They said that they weren't worried.,They said they weren't worried.
They said that they weren't unhappy.,They said they weren't unhappy.
They said that they weren't thirsty.,They said they weren't thirsty.
They said that they weren't shocked.,They said they weren't shocked.
They said that they weren't serious.,They said they weren't serious.
They said that they weren't retired.,They said they weren't retired.
They said that they weren't nervous.,They said they weren't nervous.
They said that they weren't married.,They said they weren't married.
They said that they weren't jealous.,They said they weren't jealous.
They said that they weren't injured.,They said they weren't injured.
They said that they weren't healthy.,They said they weren't healthy.
They said that they weren't annoyed.,They said they weren't annoyed.
They said that they weren't adopted.,They said they weren't adopted.
They said that they were colorblind.,They said they were colorblind.
They said that they loved chocolate.,They said they loved chocolate.
They said that they found something.,They said they found something.
They said that they felt vulnerable.,They said they felt vulnerable.
They said that they felt threatened.,They said they felt threatened.
They said that they felt persecuted.,They said they felt persecuted.
They said that they felt invincible.,They said they felt invincible.
They said that they felt humiliated.,They said they felt humiliated.
They said that they felt frustrated.,They said they felt frustrated.
They said that they couldn't recall.,They said they couldn't recall.
They said that they're very hungry.,They said they're very hungry.
They said that they're unimpressed.,They said they're unimpressed.
They said that they're unconvinced.,They said they're unconvinced.
They said that they're sympathetic.,They said they're sympathetic.
They said that they're pessimistic.,They said they're pessimistic.
They said that they're not worried.,They said they're not worried.
They said that they're not thirsty.,They said they're not thirsty.
They said that they're heartbroken.,They said they're heartbroken.
They said that they're embarrassed.,They said they're embarrassed.
They said that they're discouraged.,They said they're discouraged.
They said that they'd probably win.,They said they'd probably win.
They said that they'd been foolish.,They said they'd been foolish.
They said that they'd been careful.,They said they'd been careful.
They said that they wouldn't dance.,They said they wouldn't dance.
They said that they weren't thirty.,They said they weren't thirty.
They said that they weren't strong.,They said they weren't strong.
They said that they weren't sleepy.,They said they weren't sleepy.
They said that they weren't single.,They said they weren't single.
They said that they weren't scared.,They said they weren't scared.
They said that they weren't lonely.,They said they weren't lonely.
They said that they weren't hungry.,They said they weren't hungry.
They said that they weren't guilty.,They said they weren't guilty.
They said that they weren't coming.,They said they weren't coming.
They said that they weren't bitter.,They said they weren't bitter.
They said that they weren't amused.,They said they weren't amused.
They said that they weren't afraid.,They said they weren't afraid.
They said that they were unmarried.,They said they were unmarried.
They said that they were terrified.,They said they were terrified.
They said that they were surprised.,They said they were surprised.
They said that they were mortified.,They said they were mortified.
They said that they were miserable.,They said they were miserable.
They said that they were irritated.,They said they were irritated.
They said that they were intrigued.,They said they were intrigued.
They said that they were impressed.,They said they were impressed.
They said that they studied French.,They said they studied French.
They said that they loved baseball.,They said they loved baseball.
They said that they heard gunshots.,They said they heard gunshots.
They said that they felt wonderful.,They said they felt wonderful.
They said that they felt reassured.,They said they felt reassured.
They said that they felt powerless.,They said they felt powerless.
They said that they felt neglected.,They said they felt neglected.
They said that they felt fantastic.,They said they felt fantastic.
They said that they felt desperate.,They said they felt desperate.
They said that they're very tired.,They said they're very tired.
They said that they're very happy.,They said they're very happy.
They said that they're unemployed.,They said they're unemployed.
They said that they're suspicious.,They said they're suspicious.
They said that they're supportive.,They said they're supportive.
They said that they're optimistic.,They said they're optimistic.
They said that they're not sleepy.,They said they're not sleepy.
They said that they're not hungry.,They said they're not hungry.
They said that they're interested.,They said they're interested.
They said that they're frustrated.,They said they're frustrated.
They said that they're frightened.,They said they're frightened.
They said that they're displeased.,They said they're displeased.
They said that they'll leave soon.,They said they'll leave soon.
They said that they'd been hungry.,They said they'd been hungry.
They said that they wouldn't wait.,They said they wouldn't wait.
They said that they weren't wrong.,They said they weren't wrong.
They said that they weren't upset.,They said they weren't upset.
They said that they weren't tired.,They said they weren't tired.
They said that they weren't sorry.,They said they weren't sorry.
They said that they weren't ready.,They said they weren't ready.
They said that they weren't lucky.,They said they weren't lucky.
They said that they weren't happy.,They said they weren't happy.
They said that they weren't drunk.,They said they weren't drunk.
They said that they weren't broke.,They said they weren't broke.
They said that they weren't bored.,They said they weren't bored.
They said that they weren't angry.,They said they weren't angry.
They said that they weren't alone.,They said they weren't alone.
They said that they were troubled.,They said they were troubled.
They said that they were thrilled.,They said they were thrilled.
They said that they were relieved.,They said they were relieved.
They said that they were offended.,They said they were offended.
They said that they were homeless.,They said they were homeless.
They said that they were famished.,They said they were famished.
They said that they were divorced.,They said they were divorced.
They said that they were Canadian.,They said they were Canadian.
They said that they loved animals.,They said they loved animals.
They said that they like swimming.,They said they like swimming.
They said that they isn't worried.,They said they isn't worried.
They said that they isn't thirsty.,They said they isn't thirsty.
They said that they felt terrific.,They said they felt terrific.
They said that they felt terrible.,They said they felt terrible.
They said that they felt repulsed.,They said they felt repulsed.
They said that they felt relieved.,They said they felt relieved.
They said that they felt rejected.,They said they felt rejected.
They said that they felt offended.,They said they felt offended.
They said that they felt nauseous.,They said they felt nauseous.
They said that they felt homesick.,They said they felt homesick.
They said that they felt helpless.,They said they felt helpless.
They said that they felt excluded.,They said they felt excluded.
They said that they felt confused.,They said they felt confused.
They said that they felt betrayed.,They said they felt betrayed.
They said that they couldn't walk.,They said they couldn't walk.
They said that they couldn't wait.,They said they couldn't wait.
They said that they couldn't swim.,They said they couldn't swim.
They said that they believed that.,They said they believed that.
