Text,Paraphrase
Tom said he didn't speak French.,Tom said he doesn't know how to speak French.
I know but I can't help it.,"Yes, I understand, but we can't do anything about it."
Tom knows what Mary did.,Tom knows what Mary is doing.
Did you get my message?,Did you receive my message?
Do we know why it's happening?,Do you know why this is happening?
Playing baseball is fun.,It's fun to play baseball.
Nobody deserves that.,No one deserves that.
Let's go and see him there.,We are going there to see him.
The room was crowded with furniture.,The room is fully furnished.
I am nearly as tall as she.,She and I are about the same height.
The company will soon go bankrupt.,The company's going to go bankrupt really soon.
Why should I go to school?,Why do I have to go to school?
Tom doesn't need to know.,Tom doesn't have to know about it.
Why was Tom frightened?,What's Tom scared of?
Nobody likes Tom.,No one likes Tom.
Tom was killed in the fire.,Tom died in a fire.
Tom is very rude.,Tom is very inconsiderate.
Tom is very mean.,Tom is very unkind.
Tom is very unfriendly.,Tom is very impolite.
Tom is very impulsive.,Tom is so rude.
Why aren't you helping Tom?,Why don't you help Tom?
Is Tom still in school?,Is Tom still at school?
I didn't know we weren't supposed to do that.,I didn't know that we were forbidden from doing that.
I never knew I had to do that.,I didn't know we were supposed to do that.
I can't remember where I first met Tom.,I do not remember where I met Tom the first time.
Tom needs a transfusion.,Tom needs a blood transfusion.
We don't belong here.,We don't belong in here.
That's good advice.,That's some good advice.
Mary is Tom's younger sister.,Mary is Tom's youngest sister.
Every person is unique.,Every person is special.
Everyone is unique.,Everyone is special.
They're all special.,They are all separate.
They are all special.,Everybody is unique.
Thanks for trying.,Thank you for trying.
There are three of us.,We are three people.
What else do you have in your pocket?,What have you put into your bag?
He is a promising young man.,He is a promising youth.
It's always darkest before the dawn.,The darkest hour is just before the dawn.
"As far as the eye could reach, there was no sign of life.",There wasn't a living soul as far as the eye could see.
"Though he is clever, he isn't wise.","He's intelligent, but not wise."
I love the way you talk.,I like the way you speak.
When have you asked him to eat dinner?,When are you asking him to have dinner?
China's developing too quickly.,China developed very quickly.
You know everything about me.,You know all about me.
I enjoyed myself last night.,I had a good time last night.
I only wish there was some way I could repay you.,I hope I get a chance to return the favor you've done me.
He went to America to study medicine.,He went to the United States to study medicine.
Your hands are pretty.,You have beautiful hands.
Her dream is visiting Paris.,Her dream is to visit Paris.
She doesn't like the look of the skirt.,She doesn't like how the skirt looks.
It seems you are not taking me seriously.,It seems you aren't taking me seriously.
Do you regret what happened last night?,Are you sorry for what happened last night?
This tree is tall.,The tree is high.
What are we going to eat?,What will we eat?
Don't you like them any at all?,Do you really not like them?
I have a slight cold.,I'm a little sick.
I'm feeling a bit under the weather.,I'm feeling a bit queasy.
I haven't been feeling well.,I'm a little under the weather.
I'm a bit hoarse.,I'm a little hoarse.
I don't appreciate your attitude.,I don't like your attitude.
I don't like the way you're acting.,I'm not happy with your behavior.
You know what I'm talking about.,You know what I am talking about.
She got married at the age of seventeen.,She got married at seventeen.
I hope that I can do it.,I hope I can do this.
Many criminals in America are addicted to drugs.,Many criminals in the United States are addicted to drugs.
I was absent from the meeting.,I wasn't present at the meeting.
She looks actually pretty.,She looks quite pretty.
Air those shoes!,Air out those shoes!
He is a soccer player.,He is a football player.
When will the rainy season be over?,When does the rainy season end?
What kind of time do you use it?,When do you use it?
I had him take my picture.,I got him to take my picture.
"What's the matter, Tom? Are you crying?","Tom, what happened? Why are you crying?"
Has everyone gone crazy?,Did everyone go crazy?
Is eating with chopsticks difficult?,Is it difficult eating with chopsticks?
"I'm sorry, I forgot to do my homework.",I'm sorry but I forgot to do the homework.
Did you lose something?,What did you miss?
Tom looked lonely.,Tom seems lonely.
Tom looks lonely.,Tom seemed to be lonely.
Tom isn't going.,Tom isn't leaving.
Tom won't get away.,Tom won't go.
Tom won't go away.,Tom isn't going to go away.
I won't deny it.,I won't deny that.
Tom admitted that.,Tom has admitted it.
It took half an hour.,I arrived within 30 minutes.
Tom is a priest.,Tom is a pastor.
Tom is a minister.,Tom is a Christian priest.
I'm going to do that again.,I'm going to do it again.
Everyone knew Tom.,They all knew Tom.
"Don't go, Tom.","Don't leave, Tom."
Tom is a recluse.,Tom is a hermit.
I should start packing.,I should go pack.
I have to go pack.,I must start packing.
You are not trying!,You're not trying.
It was excessive.,It was too much.
Tom may be alive.,Tom might be alive.
Tom works for me.,Tom is working for me.
The joke's on me.,The joke is on me.
There was a silence.,It was quiet.
They're not good.,They're no good.
It would've been so easy.,That would be too easy.
How bad can it be?,How bad could it be?
What is it really about?,What's this really about?
I assume you're the Tom everybody's been telling me about.,I assume that you're the Tom everyone's been telling me about.
"Tom is tidy, isn't he?","Tom is organized, isn't he?"
"Tom is neat, isn't he?","Tom is methodical, isn't he?"
"Tom is young, isn't he?","Tom is a teenager, isn't he?"
Tom was motivated.,Tom used to be motivated.
The king ruled the country for years.,The king has reigned over the country for many years.
I'm not fit for physical labor.,I'm unable to do manual labour.
She gave birth to a pretty baby girl last week.,Last week she gave birth to a beautiful daughter.
Tom will be here this evening.,Tom is going to be here this evening.
There's a hole in the bottom of the bucket.,There's a hole in this bucket.
No one was listening.,Nobody was listening.
Someone's singing.,Somebody's listening.
Someone is singing.,Somebody's singing.
There's no possibility of that happening.,There's no chance that's going to happen.
It's very alarming.,This is deeply disquieting.
They came even though it was raining.,They came in spite of the rain.
Tell Tom I'm on my way.,Tell Tom I'm coming.
I don't like swimming.,I dislike swimming.
It was quite thrilling.,That was pretty exciting.
Tom pointed up at the ceiling.,Tom pointed toward the ceiling.
I know precisely what you are feeling.,I know exactly what you're feeling.
Tom has gone camping.,Tom went on a camping trip.
Tom is afraid of flying.,Tom is afraid to fly in an airplane.
Tom was out.,Tom was outside.
I don't think you're wrong.,I don't think that you're wrong.
I wish you would shut the door when you go out.,I would like you to close the door when you go outside.
I wish you had not told the story to my mother.,I wish you hadn't told that story to my mother.
Would you be able to come back here tomorrow at 14:30?,Could you come back here again tomorrow at 2:30?
We won't be able to do it without your help.,We can't do this without your help.
They're not going to be able to find the hotel.,They won't be able to find a hotel.
I'm never going to be able to do this.,I'll never be able to do that.
The gardener was the murderer.,The murderer was the gardener.
You're still the same.,He's the same as he was.
Good riddance!,Served you right!
What the hell's wrong with you?,What the hell is it with you?
The meat has gone bad.,The meat spoiled.
Don't jump!,Please don't jump.
Don't jump to conclusions.,Do not draw hasty conclusions.
Her heart jumped for joy.,Their heart leaped with joy.
Jumping rope is my daughter's favorite.,My daughter loves jumping rope.
Tom jumped out of the window.,Tom jumped out the window.
Tom doesn't know anything about Mary.,Tom doesn't know squat about Mary.
What did you have to do?,What were you supposed to do?
Tom is a bundle of nerves.,Tom is a nervous wreck.
Tom was very nervous.,Tom is quite angry.
Tom is very nervous.,Tom was real nervous.
Tom has been really nervous.,Tom was really nervous.
I'll be around.,I'll stick around.
I'm sticking with Tom.,I'm staying with Tom.
Let's stick to the plan.,Let's stick with the plan.
I have a schedule to keep.,I should stick to the schedule.
Idle hands are the devil's tool.,The devil finds work for idle hands.
What was I wearing at that time? Do you remember?,How was I dressed then? Do you remember?
Don't put anything on top of the box.,Don't put anything on the box.
Don't put the cart before the horse.,You must walk before you can run.
"Stand up, please.",Please stand up.
She was almost knocked down by a car.,She was almost hit by a car.
I miss my elementary school teachers.,I miss my elementary teachers very much.
"To put it briefly, he lacks musical ability.","To be honest, he doesn't have any musical talent."
This soup wants a bit of salt.,This soup needs a bit more salt.
The trouble is that she lacks experience.,The problem is that she is inexperienced.
"If you're tired, then go to bed!","If you're tired, go to bed."
"If he is tired, let him go to sleep.","If he's tired, he should sleep."
"If she is tired, let her go to sleep.","If she is tired, she should go to bed."
I had no place else to go.,I had nowhere else to go.
I had nowhere to go.,I didn't have anywhere to go.
I don't want to cut my hair.,I don't want to get my hair cut.
How many times has Tom called?,How many times did Tom call?
I feel good after a workout.,I feel good after exercising.
What are you going to wear?,What will you wear?
I bet you'd make a great father.,I bet you'll be a great father.
What's the minimum salary in Germany?,What's the minimum wage in Germany?
What's the minimum salary in Italy?,What's the minimum wage in Italy?
What's the minimum salary in Australia?,What's the minimum wage in Australia?
What's the minimum salary in Georgia?,What is the minimum wage in Georgia?
What kind of person are you?,What kind of man are you?
What is this nonsense?,What kind of nonsense is that?
This type of cat has no tail.,Tails are absent in this type of cat.
This kind of cat doesn't have a tail.,Cats of that breed have no tail.
Should we go have ramen together again?,Why not go and have ramen together?
Her salary is very high.,His salary is high.
What do you imagine when you look at this picture?,What does this image make you think of?
Tom buttoned his shirt.,Tom buttoned up his shirt.
Tom unzipped his knapsack.,Tom unzipped his backpack.
He unzipped his pants.,She unzipped her pants.
That was just plain stupid.,It was just stupid.
Would you please tell me how to spell that word?,Would you tell me how to sillabify the word?
Tom remained seated.,Tom stayed seated.
I am used to going to bed very late.,I'm used to staying up late.
I'm used to staying awake late into the night.,I am used to staying up late at night.
I usually stay up late.,I'm used to being up until late.
"Are you happy, Tom?","Are you satisfied, Tom?"
I can never make you out.,I don't understand you at all.
I don't get you at all.,I don't really understand you.
He is trying hard to give up smoking.,He is trying hard to quit smoking
You're wearing out my patience!,You're testing my patience.
What's your favorite dried fruit?,What's your favorite kind of dried fruit?
Tom won't make it in time.,Tom isn't going to make it on time.
Today was a busy day.,It's been a busy day today.
It goes without saying that hunger is the best sauce.,"When you're hungry, anything tastes good."
I have no small change on me.,I don't have any small change on me.
"Do not judge, or you too will be judged.",Do not judge so that you will not be judged.
Did you hear about the fire yesterday?,Did you hear about yesterday's fire?
He grabbed me by the collar.,He seized me by the neck.
She's deep in debt.,She's up to her neck in debt.
Attach this label to your package.,Please stick this label to your baggage.
Tom wrote his paper by copy-pasting from Wikipedia.,Tom completed his report by copy-pasting from Wikipedia.
"The next morning, the snowman had completely melted.",The snowman had melted completely by the next morning.
That's a doll.,It's a doll.
What a lovely doll!,"That is a lovely doll, isn't it?"
There is a doll in the box.,There's a puppet in the box.
I'm going to see some student.,I'm going to meet a certain student.
What is right in one society can be wrong in another.,What is correct in one society may be wrong in another society.
Who bought that?,Who received it?
Who took it?,Who brought this?
I haven't done this in a while.,It's been a while since I don't do this.
Do you prefer Coke or Pepsi?,"Which do you like better, Coca-Cola or Pepsi?"
How much does this umbrella cost?,How much is this umbrella?
My father had never been abroad until then.,"As for my father, he has not gone abroad until now."
My father has never been overseas until now.,My father has never been outside the country until now.
"Up to now, how many books do you think you've read?",How many books do you think you've read so far?
The museum is around the corner.,The museum is on the corner
There is a desk in a corner of the room.,There is a table in the corner of the room.
"Turning to the right, you will come to the museum.","When you turn left, you'll arrive at the museum."
You did well not to follow his advice.,It was wise for you not to follow his advice.
There are a lot of big cities in Brazil.,There are many big cities in Brazil.
Do you have a coin?,Do you have small change?
Do you have any change?,Do you have change?
Did you ever hear of such a strange custom?,Have you ever heard of a custom as strange as this?
You don't need to be an artist in order to experience beauty every day.,You don't have to be an artist to find the beauty in everyday life.
Have you ever seen a red river?,Have you seen the red river?
Have you ever been to Tehran?,Have you ever been in Tehran?
The lightning flashed.,There is lightning.
There's lighting right now.,Lightning flashed.
"Thanks to the amusement park built last year, the city has become popular.",The city became popular thanks to the amusement park constructed last year.
We must sleep at least seven hours a day.,People should sleep at least 7 hours each night.
John can't speak French well.,John doesn't speak good French.
John can't speak French very well.,John doesn't know how to speak French well.
Your daughter is not a child anymore.,Your daughter isn't a girl anymore.
The work had been completed before I arrived.,The work was finished before I arrived.
Let's not exaggerate the facts.,There's no need to exaggerate.
Let's not get ahead of ourselves.,Let's not get carried away.
Let's not exaggerate.,Let's not overreact.
Let's not get crazy.,Let's not go overboard.
He is in Tokyo.,He's in Tokyo.
I like English and music.,I like music and English.
"Frankly speaking, he is untrustworthy.","Frankly speaking, he is an unreliable man."
These clothes of mine are out of style.,This clothing of mine has gone out of fashion.
I don't drink much wine.,I do not drink a lot of wine.
The news made her sad.,The news made him sad.
It seems to me that you are wrong.,It appears to me you are mistaken.
It seems like you're wrong.,It appears to me you're mistaken.
Tom and Mary kissed passionately.,Tom and Mary passionately kissed each other.
I saw Tom kiss Mary.,I saw Tom kissing Mary.
What would we do instead?,What else should we do?
Tom pushed the button.,Tom pressed the button.
Let's wait for Tom to arrive.,Let's wait for Tom.
Tom let me go.,Tom allowed me to go.
Tom is doing his homework.,Tom has been doing his homework.
Tom and Mary are going to get married next month.,Tom and Mary will get married next month.
Tom is going to get married next month.,Tom is getting married next month.
Tom has a cool job.,Tom has a very good job.
Tom is worried about your safety.,Tom is concerned about your safety.
Tom washed the car.,Tom washed his car.
Tom will go as well.,Tom is going to go as well.
Tom said he wanted to go.,Tom said he wants to go.
Tom might be at home.,Tom might be home.
Tom needs the money.,Tom needs money.
"She sang a song, smiling at me.",She smiled at me while she sang a song.
Tom should've come with you.,Tom should have come with you.
Tom got his hair cut.,Tom got a haircut.
Tom should apologize.,Tom ought to apologize.
I prefer not to talk about it.,I don't want to discuss it.
I'd rather not talk about it.,I don't wish to debate this.
I don't want to debate this.,I'm afraid that I don't want to discuss this matter.
Tom can't stay for long.,Tom can't stay long.
Tom did it for money.,Tom did that for the money.
Tom came to my house yesterday.,"Yesterday, Tom was with me."
I did everything by myself.,I did it all by myself.
I did that all by myself.,I did everything myself.
He is late. Let's wait for him till 5:30.,He's late. Let's wait until 5h30.
Are we supposed to help Tom?,Do we need to help Tom?
I may have to help Tom.,I might need to help Tom?
Why aren't we helping Tom?,Why don't we help Tom?
What can I do to help Tom?,How can I help Tom?
Tom paid me a visit yesterday.,Tom dropped in on me yesterday.
I walked till my legs got stiff.,I kept walking until my feet got tired.
I don't feel well and would rather stay at home today.,I don't feel well today and prefer to stay at home.
Is everything OK here?,Is everything alright here?
My name is Edgar Degas.,I am Edgar Degas.
One of the customs of the employees is to meet almost every day at a bar or restaurant at the end of the workday to get intoxicated with alcohol and forget about their miserable life until the next day.,One of the employees' habits is to gather in some bar or restaurant at the end of the workday to get drunk and forget their miserable life until the next day.
I do not know where I left the keys.,I don't know where I've left the keys.
The museum isn't open on Sundays.,"On Sundays, the museum is not open."
The museum is closed Sundays.,"On Sunday, the museum is closed."
How many museums did you visit?,How many museums have you visited?
That museum turned out to be huge.,Looks like that's a pretty big museum.
The museum has an exhibit of ancient weapons.,There's an exhibition of ancient weapons at the museum.
The shower is broken.,The shower doesn't work.
There's no water coming out of the shower.,The water in the shower is not going.
How often do you shower?,How often do you take a shower?
He always sings while having a shower.,He always sings in the shower.
I want to bathe in the sea.,I like swimming in the sea.
I often go swimming in the river.,I often go for a swim in the river.
We couldn't take a bath for want of water.,"Because of the water shortage, I couldn't take a bath."
"Excuse me, where's the bathroom?","Excuse me, where is the toilet?"
We should work faster.,We must work faster.
I'd rather ride my bike than walk.,I would rather go there by bike than walk.
Tom was unable to control himself any longer.,Tom could no longer control himself.
I could've died.,I could have been killed.
I could have died.,I could've been killed.
We'd better get going.,We better be going.
We'd better go.,We better go.
Tom thinks that's normal.,Tom thinks that that's normal.
I thought you were Tom.,I thought it was Tom.
I thought you'd be happy.,I thought you would be pleased.
Would to God that it were true!,I wish that were true.
I wish that was true.,I wish!
If only that were true!,I wish it were true.
Hopefully that is true.,"Hopefully, that's true."
Nobody seems to have paid attention to what he said.,It seems no one paid any attention to what he said.
"Tom is unsociable, isn't he?","Tom is unfriendly, isn't he?"
"Tom is tough, isn't he?","Tom is touchy, isn't he?"
"Tom is rude, isn't he?","Tom is quick-tempered, isn't he?"
"Tom is grumpy, isn't he?","Tom is unkind, isn't he?"
"Tom is surly, isn't he?","Tom is cranky, isn't he?"
I must've missed something.,I must've overlooked something.
I must have overlooked something.,I must have missed something.
It's important that he hears this.,It's important that she hears this.
Tom may still win.,Tom still might win.
Please say hello to him for me.,Give my love to her.
Please say hello to her.,Send her my regards.
Give him my regards.,Give my regards to him.
Say hello to her for me.,Tell them I said hi.
There are no witnesses.,There's no witness.
We should've worked harder.,We should have worked harder.
That worked pretty well.,It worked out quite well.
He's partially right.,That's partly true.
No permits are required.,No permit is required.
Pets are permitted.,Pets are allowed.
Tom is hard to please.,Tom is a hard person to please.
Please be patient.,Please have patience.
Tom rejected this proposal.,Tom turned down that offer.
Tom must be protected.,Tom should be protected.
Why are they protesting?,What are they complaining about?
I've been worried sick.,I was so worried.
We were worried sick.,We were so worried.
It happened again.,It's happened again.
It happened here.,It was here.
That happens sometimes.,It happens occasionally.
Sometimes it happens.,That does happen occasionally.
Sometimes that happens.,It happens now and then.
That really happened.,It really happened.
It did happen.,That actually happened.
This really happened.,It really did happen.
Can you subtract six from ten?,What is 6 subtracted from 10?
We didn't complain.,We weren't complaining.
I consider myself lucky.,I consider myself fortunate.
We must continue working.,We have to keep working.
I continued taking photographs.,I went on taking photos.
Tom is a bad cook.,Tom doesn't know how to cook.
Tom is terrible at cooking.,Tom can't cook.
I started to cry too.,"I cried, too."
Tom decided to stay.,Tom chose to stay.
"Has Tom gone, too?","Did Tom go, too?"
Tom didn't do anything.,Tom didn't make anything.
Tom has done nothing.,Tom did nothing.
Tom hasn't done anything.,Tom wouldn't do anything.
Tom was pretty drunk.,Tom was quite drunk.
I was too drunk.,I was very drunk.
I was pretty drunk.,I was rather drunk.
I have never eaten horse meat.,I've never eaten horsemeat.
Would you eat this?,Do you eat that?
It was bizarre.,It was disgraceful.
It was freaky.,It was weird.
That was freaky.,That was odd.
That was strange.,That was weird.
That was embarrassing.,That was awkward.
It was strange.,That was grueling.
It was unsettling.,It was annoying.
It was disturbing.,It was embarrassing.
The boys are excited.,The kids are excited.
This is going to be exciting.,It'll be exciting.
I wasn't offended by that.,I don't hold that against you.
He's closing everything.,She's closing everything.
We closed the door.,We shut the door.
Oh! I know the man.,"Oh, I know this man!"
He left the house without so much as saying goodbye.,She left the house without saying goodbye.
Tom said hello to Mary.,Tom gave Mary a wave.
Tom waved to Mary.,Tom waved at Mary.
This isn't healthy.,That's not healthy.
I had a sustaining breakfast.,I ate a nutritious breakfast.
He always bowed when he greeted someone.,She always bowed when she greeted someone.
It was preventable.,It was inevitable.
It was unavoidable.,That could've been prevented.
This was avoidable.,That was inevitable.
That was unavoidable.,That could have been prevented.
The bad weather's preventing me from leaving.,I can't leave due to the bad weather.
The mist prevented him from seeing very far.,He couldn't see very far because of the fog.
The grasshopper chirps.,The cricket chirps.
The elephant trumpets.,The elephant is trumpeting.
I'm here on vacation.,I am here on holiday.
I am on holiday this week.,I take a vacation this week.
I am going to learn to swim over the holiday.,"Over the holidays, I'll learn to swim."
"On my days off, I read the entire works of Milton.",I read the entire works of Milton over the holiday.
Unemployment is high.,The unemployment level is high.
"I have no job, so I can never save money.","Since I don't have a job, I can't save money."
"With no work, I can't save any money.","Without work, I can't save anything."
"Without a job, I cannot save a Penny.",I'm unemployed and so I'm unable to save anything at all.
Was that a squirrel?,Was it a squirrel?
Take care lest you should fall.,Be careful not to fail.
Make sure you don't hurt yourself.,Be careful not to hurt yourself.
Be careful not to wake Tom up.,"Careful, don't wake Tom."
Watch your toes.,Be careful not to drop anything on your feet.
The game has been indefinitely postponed.,The game has been postponed indefinitely.
We didn't mean to hurt you.,We meant no offence.
I don't get sick.,I tend not to get sick.
I don't bet anymore.,I don't gamble anymore.
I don't enjoy traveling.,I don't like travelling.
I don't enjoy fighting.,I don't like fights.
I don't do anything.,I'm not going to do anything.
I'm not doing anything.,I do nothing.
I do not deserve it.,I don't deserve it.
I don't deserve this.,I didn't earn this.
I don't deny it.,I don't deny that.
I'm not disputing that.,I'm not denying that.
I'm not denying it.,I don't deny this.
I can't care anymore.,I don't mind anymore.
I don't care anymore.,I don't even care anymore.
I no longer care.,That doesn't interest me anymore.
I didn't write that.,That's not what I wrote.
I didn't write this.,I did not write that.
I don't hate him anymore.,I don't hate her anymore.
"I don't like him much, in fact I hate him.","I don't really like him, in fact, I hate him."
I don't know how I should do it.,I don't know how to do that.
Let's not go.,We're not going.
We're not leaving.,We aren't going.
We're not going in there.,We're not going there.
We'll decide by voting.,Let's vote.
Let's just listen.,Let's listen.
Let's all pray together.,Let's pray.
Let's split it.,Let's split the bill.
Let's go Dutch.,We're splitting the bill.
Let's study English.,We must study English.
Let's rest here.,Let's take a rest here.
Let's play catch.,Let's play hide-and-seek!
Let's fly kites.,Let's fly a kite.
Count up to thirty.,Count to thirty.
Let's wait until Monday.,Let's wait till Monday.
I gave up hope.,I've lost hope.
I haven't given up yet.,I haven't yet given up.
His large income enabled him to live in comfort.,His high income afforded him a life of prosperity.
Tom ran out of food.,Tom is running out of food.
The world is running out of oil.,The world is running short on the oil.
I'd like your permission to use it.,Is it okay to use this?
It wasn't very clever of you to throw away that note.,It wasn't very smart of you to throw that note away.
Now we're in trouble.,We're in trouble now.
What are you interested in?,What do you want to know?
What would you like to know?,What is it you'd like to know?
Let's ask him something else.,Let's ask her something else.
Let's go ask him.,Let's go ask her.
I asked myself that same question.,I've been asking myself the same thing.
I wondered the same thing myself.,I was wondering the same thing.
You can count me out on that!,I'm not!
We can't fail.,We can't lose.
Why can't we tickle ourselves?,Why can't we tickle each other?
We can't allow that.,"We can't let that happen, can we?"
We can't let this happen.,We can't let that happen.
We can't allow that to happen.,We can't allow this.
"You're a believer, aren't you?","You are religious, right?"
The three neighbours helped each other.,The three neighbors helped each other.
"I don't have a washing machine at home, and so I have to go to the washing room in order to do the laundry.","I don't have a washing machine, so I go to the laundromat to wash my clothes."
His room is untidy.,His room was in disorder.
His room's a mess.,Your room is a mess.
It's on its last legs.,He was nearing his end.
The lift is out of order.,The elevator isn't running.
Are you planning to take part in the meeting?,Do you intend to take part in the interview?
I am older than he by three years.,I'm only three years older than he is.
The basket was filled with strawberries.,The box was full of strawberries.
I think his method of teaching cuts both ways.,His teaching method is both good and bad.
Is it to go?,To go?
Adjust your tie.,Straighten your tie.
Which brother did you see?,Which one of the two brothers did you see?
His study gives on the park.,His study faces the park.
There exists only one option now.,There exists only one possibility now.
Mom spread the table.,Mom set the table.
I got the money back from him.,He gave me back the money.
I couldn't control my anger.,I couldn't keep my anger down.
I couldn't hold back my anger.,I could not control my anger.
What's your older sister's name?,What is her older sister's name?
We all have secrets.,We all have our secrets.
I hate flying.,I hate flies.
I can't figure out what he means.,I cannot understand what he is driving at.
He comes out well in photographs.,He's photogenic.
He is photogenic.,You're photogenic.
"Yes, that's the right answer.","Yes, it is the correct answer."
I wasn't honest with Tom.,I haven't been honest with Tom.
Not a soul was to be seen on the street.,There was no one else on the road.
It has been six years since I started to study English.,I started learning English six years ago.
We have to do better.,We should do better.
I couldn't pass the exam.,I couldn't have passed the exam.
You can't just leave.,You can't go yet.
You can't leave yet.,You can't retire yet.
I confessed my sin.,I have acknowledged my mistake.
What's the number?,What is the number?
Man is the only animal that can make use of fire.,Man is the only animal that uses fire.
Man is the only fire-using animal.,Humans are the only living creatures that make use of fire.
Tom is a baby.,Tom is a child.
She gave him the money.,She gave him some money.
Tom was very lucky.,Tom was so lucky.
Why is this funny?,Where's the fun in that?
I'm glad I was wrong.,I'm glad to see I was wrong.
We had been soldiers.,We were soldiers.
That's my intention.,This is my intention.
That's my point.,That's my aim.
That's my goal.,That's my objective.
Tom often downloads movies.,Tom frequently downloads movies.
What have we done?,What have we accomplished?
Nobody else showed up.,Nobody else was there.
Tom didn't have much time.,Tom didn't have a lot of time.
Did you check this?,Have you confirmed it?
It's not attractive.,It isn't attractive.
You have a telephone.,She has a telephone.
How old was he?,How old was she?
The car was carrying 4 people when it had the accident.,Four people were in the car when the accident happened.
Please give me a little more time to think about it.,Let me think about it a bit longer.
I am older than any other student in my class is.,I'm the oldest of the students in my class.
We'll work on that.,We'll work on it.
You didn't give us a chance.,You never gave us a chance.
There's something going on.,Something's happening.
He's a farm worker.,He's a farmer.
Tom works there.,Tom is working there.
How many bags do you have?,How many pieces of baggage do you have?
I know it's impossible.,I know it's not possible.
I know that's impossible.,I know that that's impossible.
I don't like doing this.,I don't enjoy doing that.
What sort of things do you do on weekends?,What kind of things do you do on the weekend?
Maria showed us their home.,Maria showed us her villa.
No beer before four!,Beer is prohibited before 4:00.
Ann can't find a job.,Ann cannot manage to find a job.
What is your favorite color?,What is your favourite colour?
What colors do you like?,Which color do you prefer?
He seems to have been a great athlete.,It seems that he was a great athlete.
Over my dead body!,So long as I live.
"The word ""nigger"" is an offensive term.",Nigger is an offensive word.
What is your favorite bird?,What is your favourite bird?
"Quod erat demonstrandum is a Latin expression often used in mathematics, which means ""that which was to be demonstrated.""","Quod erat demonstrandum is a Latin phrase that's often used in mathematics. It means ""That which must be demonstrated."""
She has a long nose.,His nose is big.
Mary is unattractive.,Mary is ugly.
"She was a tall, slender blonde.",She has blonde hair and a slim figure.
My knee hurts.,I have a sore knee.
Is his story true?,Is her story true?
"You understand French, don't you?","You understand French, right?"
We've already talked about this.,We've been over this.
Permit me to stay.,Let me stay.
One out of three persons in this city has his own car.,One out of three people in this city owns a car.
I must warn him.,I must warn her.
I must warn them.,I have to warn him.
It was unjust.,That was unfair.
Tom often gets sick.,Tom often catches colds.
He is out of pocket.,He is hard up for money.
He's broke.,He is running short of funds.
He is bankrupt.,He went bankrupt.
You're ruined.,You are ruined.
Man is a complex organism.,People are complicated organisms.
What if he says no?,What if she says no?
I'm speaking to you as a friend.,I'm speaking to you as I would to a friend.
I speak French almost every day.,I speak French pretty much every day.
Tom would probably have approved.,Tom would surely agree.
"But for my brother's help, I would have drowned.","If my brother hadn't saved me, I would've drowned."
Tom told me he was going to Boston.,Tom told me you went to Boston.
Tom doesn't know where he was born.,I don't know where Tom was born.
Did anyone tell you?,Did anyone tell him?
It's against my principles.,It conflicts with my principles.
It's obvious that Tom lied.,It's obvious Tom lied.
This cake is delicious.,This cake is good.
I never forgot you.,I've never forgotten you.
I completely forgot about Tom.,I've forgotten Tom completely.
I forgot to tell him.,I forgot to speak with him.
I forgot to send you an e-mail.,I forgot to sent her an email.
"Don't do it, Tom.","Don't you do that, Tom."
I wish you wouldn't do that.,I wish you didn't do that.
I wish you hadn't done that.,I don't like it when you do that.
I don't want you to do that.,Please don't do this.
Please don't do that.,I don't want you doing that.
Please don't do it.,"Don't do that, please."
He's autistic.,She's autistic.
Tom plays the guitar very well.,Tom is very good at guitar.
John went to the store.,John's gone to the shop.
I'll talk with him.,I'll talk with her.
I'll have a talk with him.,I'm going to talk to him.
I'll talk to him.,I'll talk to her.
I'm going to speak to him.,I'll speak to him.
You can't force us to go.,They can't make us go.
I can't read.,I can not read.
They won't help you.,They aren't going to help you.
The teacher was disappointed at my answer.,The teacher marvelled at my response.
My mother carefully opened the door.,My mother opened the door very carefully.
Tom loves chocolate.,Tom likes chocolate.
I asked my boss a salary advance.,I asked my boss for a pay rise.
"As he was an honest man, I employed him.","Since he was honest, I hired him."
I have difficulty concentrating.,I'm having a hard time concentrating.
I'm having trouble focusing.,I'm having trouble concentrating.
I have problems concentrating.,I have trouble concentrating.
I've got some problems with my concentration.,I find it hard to focus.
"To the best of my knowledge, he is innocent.","As far as I know, he is innocent."
No one ever tells me anything around here.,Nobody tells me anything around this place.
He cloaks his wickedness under a smiling face.,He conceals a despicable heart behind his smile.
Nothing is more despicable than respect based on fear.,Nothing is more contemptible than respect that is based on fear.
She bequeathed all her good sense to her son.,He bequeathed all his good sense to his son.
It's gonna be a challenge.,This is going to be a challenge!
None of this is true.,I don't believe that at all.
Tom put on his helmet.,Tom put his helmet on.
"I found a note on my desk, but I don't know whose it is.","I found a note on the table, but I don't know who it's from."
They died young.,He died at a young age.
He died young.,She died young.
I did a little research.,I did some research.
I've been doing a little research.,I've been doing some research.
It's important for us to remember that.,It's important that we remember that.
Tom's parents were both teachers.,Both of Tom's parents were teachers.
To hell with them.,Damn them!
Tom is breaking the rules.,Tom breaks the rules.
I like many kinds of music.,I have an eclectic taste in music.
Do you think Tom might come back?,Do you think Tom can return?
This is suspicious.,It is suspicious.
Tom is a little embarrassed.,Tom is kind of shy.
Tom is a bit shy.,Tom is quite shy.
